-44.4557472322,861.0,-60.8311051395,0.773516107335
-44.4558187876,861.0,-62.9940203660,0.0525443647487
-44.4558903429,861.0,-65.1569355926,0
-44.4559618983,861.0,-67.3198508192,0
-44.4560334536,861.0,-69.4827660458,0
-44.4561050090,861.0,-71.6456812723,0
-44.4561765644,861.0,-73.8085964989,0
-44.4562481197,861.0,-75.9715117255,0
-44.4563196751,861.0,-78.1344269521,0
-43.1111900038,861.0,-78.9521862348,0
-40.9482747760,861.0,-78.9521874899,0
-38.7853595482,861.0,-78.9521887450,0
-36.6224443205,861.0,-78.9521900000,0
-34.4595290927,861.0,-78.9521912551,0
-32.2966138650,861.0,-78.9521925101,0
-30.1336986372,861.0,-78.9521937652,0
-27.9707834095,861.0,-78.9521950203,0
-25.8078681817,861.0,-78.9521962753,0
-23.6449529539,861.0,-78.9521975304,0
-21.4820377262,861.0,-78.9521987854,0
-19.3191224984,861.0,-78.9522000405,0
-17.1562072707,861.0,-78.9522012956,0
-14.9932920429,861.0,-78.9522025506,0
-12.8303768151,861.0,-78.9522038057,0
-10.6674615874,861.0,-78.9522050607,0
-8.50454635963,861.0,-78.9522063158,0
-6.34163113187,861.0,-78.9522075709,0
-4.17871590411,861.0,-78.9522088259,0
-2.01580067635,861.0,-78.9522100810,0
0.147114551358,861.0,-78.9522074182,0
2.31002977838,861.0,-78.9521510658,0
4.47294500541,861.0,-78.9520947134,0
6.63586023243,861.0,-78.9520383610,0
8.79877545946,861.0,-78.9519820086,0
10.9616906865,861.0,-78.9519256562,0
13.1246059135,861.0,-78.9518693039,0
15.2875211405,861.0,-78.9518129515,0
17.4504363676,861.0,-78.9517565991,0
19.6133515946,861.0,-78.9517002467,0
21.7762668216,861.0,-78.9516438943,0
23.9391820486,861.0,-78.9515875419,0
26.1020972757,861.0,-78.9515311895,0
28.2650125027,861.0,-78.9514748372,0
30.4279277297,861.0,-78.9514184848,0
32.5908429567,861.0,-78.9513621324,0
34.7537581838,861.0,-78.9513057800,0
36.9166734108,861.0,-78.9512494276,0
39.0795886378,861.0,-78.9511930752,0
41.2425038648,861.0,-78.9511367228,0
43.4054190919,861.0,-78.9510803705,0
44.5082974358,861.0,-77.8914932529,0
44.5073208512,861.0,-75.7285782456,0
44.5063442665,861.0,-73.5656632383,0
44.5053676818,861.0,-71.4027482310,0
44.5043910971,861.0,-69.2398332238,0
44.5034145124,861.0,-67.0769182165,0
44.5024379277,861.0,-64.9140032092,0
44.5014613430,861.0,-62.7510882019,0.133521766381
44.4810236385,861.0,-60.5894205301,0.854105296229
43.0002697145,861.0,-59.1123110084,1
40.9577252724,861.0,-58.4140690956,1
38.8297222881,861.0,-58.0324371535,1
36.6775904292,861.0,-57.8200495953,1
34.5174030177,861.0,-57.7144279654,1
32.3547876924,861.0,-57.6832116950,1
30.1918770813,861.0,-57.6793563450,1
28.0289648855,861.0,-57.6758183961,1
25.8660519197,861.0,-57.6726698437,1
23.7031381865,861.0,-57.6698959844,1
21.5402238353,861.0,-57.6674821149,1
19.3773091563,861.0,-57.6654135322,1
17.2143943357,861.0,-57.6636755329,1
15.0514795597,861.0,-57.6622534140,1
12.8885650146,861.0,-57.6611324720,1
10.7256508865,861.0,-57.6602980040,1
8.56273581659,861.0,-57.6597253760,1
6.39982058008,861.0,-57.6593948687,1
4.23690528691,861.0,-57.6593030842,1
2.07399003797,861.0,-57.6594466612,1
-0.0889250881372,861.0,-57.6598222381,1
-2.25184017798,861.0,-57.6604261209,1
-4.41475526614,861.0,-57.6612532225,1
-6.57767025463,861.0,-57.6622986191,1
-8.74058507366,861.0,-57.6635577588,1
-10.9034996906,861.0,-57.6650496849,1
-13.0664141940,861.0,-57.6667974762,1
-15.2293286238,861.0,-57.6688147506,1
-17.3922430675,861.0,-57.6711151263,1
-19.5551571444,861.0,-57.6737122208,1
-21.7180707146,861.0,-57.6766196520,1
-23.8809836377,861.0,-57.6798510377,1
-26.0438957736,861.0,-57.6834199957,1
-28.2068069822,861.0,-57.6873401438,1
-30.3697169962,861.0,-57.6916249692,1
-32.5326270298,861.0,-57.6963143657,1
-34.6951221232,861.0,-57.7345975854,1
-36.8547910158,861.0,-57.8500951670,1
-39.0053896976,861.0,-58.0771682646,1
-41.1286494073,861.0,-58.4835933343,1
-43.1520236494,861.0,-59.2327094135,1
N
-52.9655051904,858.0,-60.0794356611,0.77966950563
-52.9651666201,858.0,-62.5903691198,0
-52.9648280499,858.0,-65.1013025785,0
-52.9644894797,858.0,-67.6122360372,0
-52.9641509095,858.0,-70.1231694959,0
-52.9638123392,858.0,-72.6341029546,0
-52.9634737690,858.0,-75.1450364133,0
-52.9631351988,858.0,-77.6559698720,0
-51.2125720875,858.0,-78.4164504128,0
-48.7016386060,858.0,-78.4164613671,0
-46.1907051245,858.0,-78.4164723214,0
-43.6797716430,858.0,-78.4164832757,0
-41.1688381615,858.0,-78.4164942300,0
-38.6579046800,858.0,-78.4165051843,0
-36.1469711985,858.0,-78.4165161386,0
-33.6360377169,858.0,-78.4165270929,0
-31.1251042354,858.0,-78.4165380473,0
-28.6141707539,858.0,-78.4165490016,0
-26.1032372724,858.0,-78.4165599559,0
-23.5923037909,858.0,-78.4165709102,0
-21.0813703094,858.0,-78.4165818645,0
-18.5704368279,858.0,-78.4165928188,0
-16.0595033464,858.0,-78.4166037731,0
-13.5485698649,858.0,-78.4166147274,0
-11.0376363834,858.0,-78.4166256817,0
-8.52670290194,858.0,-78.4166366360,0
-6.01576942044,858.0,-78.4166475903,0
-3.50483593894,858.0,-78.4166585446,0
-0.993902457435,858.0,-78.4166694989,0
1.51703102343,858.0,-78.4166294007,0
4.02796450388,858.0,-78.4165558538,0
6.53889798433,858.0,-78.4164823070,0
9.04983146477,858.0,-78.4164087602,0
11.5607649452,858.0,-78.4163352133,0
14.0716984257,858.0,-78.4162616665,0
16.5826319061,858.0,-78.4161881197,0
19.0935653866,858.0,-78.4161145728,0
21.6044988670,858.0,-78.4160410260,0
24.1154323475,858.0,-78.4159674792,0
26.6263658279,858.0,-78.4158939323,0
29.1372993084,858.0,-78.4158203855,0
31.6482327888,858.0,-78.4157468387,0
34.1591662693,858.0,-78.4156732918,0
36.6700997497,858.0,-78.4155997450,0
39.1810332301,858.0,-78.4155261982,0
41.6919667106,858.0,-78.4154526514,0
44.2029001910,858.0,-78.4153791045,0
46.7138336715,858.0,-78.4153055577,0
49.2247671519,858.0,-78.4152320109,0
51.7357006324,858.0,-78.4151584640,0
53.0257568253,858.0,-77.1941976877,0
53.0258508193,858.0,-74.6832642079,0
53.0259448133,858.0,-72.1723307281,0
53.0260388073,858.0,-69.6613972484,0
53.0261328013,858.0,-67.1504637686,0
53.0262267953,858.0,-64.6395302888,0
53.0263207893,858.0,-62.1285968091,0.0966157826071
52.9595117773,858.000000000,-59.6245298268,0.931570912037
51.1534757173,858.000000000,-57.9818455867,1
48.7505110049,858.0,-57.2742236322,1
46.2592613225,858.0,-56.9715351773,1
43.7500030341,858.000000000,-56.8954304598,1
41.2390785047,858.0,-56.8879619200,1
38.7281564753,858.0,-56.8811928407,1
36.2172304230,858.0,-56.8750876117,1
33.7063004779,858.0,-56.8696106406,1
31.1953735074,858.0,-56.8647263443,1
28.6844445409,858.0,-56.8604012414,1
26.1735139749,858.0,-56.8566109451,1
23.6625823447,858.0,-56.8533324623,1
21.1516498587,858.0,-56.8505427451,1
18.6407169548,858.0,-56.8482187458,1
16.1297839271,858.0,-56.8463374164,1
13.6188510696,858.0,-56.8448757090,1
11.1079186762,858.0,-56.8438105757,1
8.59698571103,858.0,-56.8431112498,1
6.08605222026,858.0,-56.8427420106,1
3.57511866307,858.0,-56.8426964470,1
1.06418519109,858.0,-56.8429696741,1
-1.44674811049,858.0,-56.8435567849,1
-3.95768143827,858.0,-56.8444513047,1
-6.46861465866,858.0,-56.8456455789,1
-8.97954765663,858.0,-56.8471324923,1
-11.4904803739,858.0,-56.8489366495,1
-14.0014129563,858.0,-56.8510929114,1
-16.5123454900,858.0,-56.8536228566,1
-19.0232777801,858.0,-56.8565480632,1
-21.5342094357,858.0,-56.8598901094,1
-24.0451402315,858.0,-56.8636705733,1
-26.5560699421,858.0,-56.8679110332,1
-29.0669983425,858.0,-56.8726330673,1
-31.5779257709,858.0,-56.8778581337,1
-34.0888526553,858.0,-56.8836129942,1
-36.5997763040,858.0,-56.8899336881,1
-39.1106991546,858.0,-56.8968569449,1
-41.6216218663,858.0,-56.9044194910,1
-44.1325434519,858.0,-56.9128404380,1
-46.6404829803,858.0,-57.0214863739,1
-49.1242696881,858.0,-57.3780905643,1
-51.4893082033,858.000000000,-58.1965188721,1
N
-59.7424404853,855.0,-59.3335140666,0.784215941565
-59.7419799273,855.0,-62.1222834822,0
-59.7415193693,855.0,-64.9110528979,0
-59.7410588113,855.0,-67.6998223135,0
-59.7405982533,855.0,-70.4885917292,0
-59.7401376952,855.0,-73.2773611448,0
-59.7396771372,855.0,-76.0661305604,0
-58.7671454951,855.0,-77.8826730321,0
-55.9783760415,855.0,-77.8826864803,0
-53.1896065878,855.0,-77.8826999284,0
-50.4008371342,855.0,-77.8827133766,0
-47.6120676806,855.0,-77.8827268248,0
-44.8232982269,855.0,-77.8827402729,0
-42.0345287733,855.0,-77.8827537211,0
-39.2457593197,855.0,-77.8827671693,0
-36.4569898660,855.0,-77.8827806175,0
-33.6682204124,855.0,-77.8827940656,0
